ProcessName , Mobile Device Vitals
StartReplayTime ,	2020-11-05 08:43:17
Limits			,-1		,-1		,-1 
Time  ,  Cpu (in %) ,  Memory (in KB) ,  Free Memory (in KB) 
2020-11-05 08:43:17   ,  0 ,  0 ,  0 
2020-11-05 08:43:20 ,  0 ,  0 ,  0
2020-11-05 08:43:21 ,  0 ,  0 ,  0
2020-11-05 08:43:22 ,  0 ,  0 ,  0
2020-11-05 08:43:23 ,  0 ,  0 ,  0
2020-11-05 08:43:24 ,  0 ,  0 ,  0
2020-11-05 08:43:25 ,  0 ,  0 ,  0
2020-11-05 08:43:26 ,  0 ,  0 ,  0
2020-11-05 08:43:27 ,  0 ,  0 ,  0
2020-11-05 08:43:28 ,  0 ,  0 ,  0
2020-11-05 08:43:29 ,  0 ,  0 ,  0
2020-11-05 08:43:30 ,  0 ,  0 ,  0
2020-11-05 08:43:31 ,  0 ,  0 ,  0
2020-11-05 08:43:32 ,  0 ,  0 ,  0
2020-11-05 08:43:33 ,  0 ,  0 ,  0
2020-11-05 08:43:34 ,  0 ,  0 ,  0
2020-11-05 08:43:35 ,  0 ,  0 ,  0
2020-11-05 08:43:36 ,  0 ,  0 ,  0
2020-11-05 08:43:37 ,  0 ,  0 ,  0
2020-11-05 08:43:38 ,  0 ,  0 ,  0
2020-11-05 08:43:39 ,  0 ,  0 ,  0
2020-11-05 08:43:40 ,  0 ,  0 ,  0
2020-11-05 08:43:41 ,  0 ,  0 ,  0
2020-11-05 08:43:42 ,  0 ,  0 ,  0
2020-11-05 08:43:43 ,  0 ,  0 ,  0
2020-11-05 08:43:44 ,  0 ,  0 ,  0
2020-11-05 08:43:45 ,  0 ,  0 ,  0
2020-11-05 08:43:46 ,  0 ,  0 ,  0
2020-11-05 08:43:47 ,  0 ,  0 ,  0
2020-11-05 08:43:48 ,  0 ,  0 ,  0
2020-11-05 08:43:49 ,  0 ,  0 ,  0
2020-11-05 08:43:50 ,  0 ,  0 ,  0
2020-11-05 08:43:51 ,  0 ,  0 ,  0
2020-11-05 08:43:52 ,  0 ,  0 ,  0
2020-11-05 08:43:53 ,  0 ,  0 ,  0
2020-11-05 08:43:54 ,  0 ,  0 ,  0
2020-11-05 08:43:55 ,  0 ,  0 ,  0
2020-11-05 08:43:56 ,  0 ,  0 ,  0
2020-11-05 08:43:57 ,  0 ,  0 ,  0
2020-11-05 08:43:58 ,  0 ,  0 ,  0
2020-11-05 08:43:59 ,  0 ,  0 ,  0
2020-11-05 08:44:00 ,  9 ,  89237 ,  2319768
2020-11-05 08:44:01 ,  9 ,  89237 ,  2319768
2020-11-05 08:44:02 ,  27 ,  221035 ,  2287268
2020-11-05 08:44:03 ,  27 ,  221035 ,  2287268
2020-11-05 08:44:04 ,  33 ,  261731 ,  2238256
2020-11-05 08:44:05 ,  22 ,  331109 ,  2210732
2020-11-05 08:44:06 ,  22 ,  331109 ,  2210732
2020-11-05 08:44:07 ,  8 ,  388102 ,  2197724
2020-11-05 08:44:08 ,  8 ,  388102 ,  2197724
2020-11-05 08:44:09 ,  6 ,  351332 ,  2163400
2020-11-05 08:44:10 ,  6 ,  351332 ,  2163400
2020-11-05 08:44:11 ,  11 ,  368356 ,  2099308
2020-11-05 08:44:12 ,  11 ,  368356 ,  2099308
2020-11-05 08:44:13 ,  17 ,  333772 ,  2067452
2020-11-05 08:44:14 ,  20 ,  328949 ,  2069924
2020-11-05 08:44:15 ,  20 ,  328949 ,  2069924
2020-11-05 08:44:16 ,  17 ,  354715 ,  2067464
2020-11-05 08:44:17 ,  17 ,  354715 ,  2067464
2020-11-05 08:44:18 ,  16 ,  358663 ,  2138180
2020-11-05 08:44:19 ,  16 ,  358663 ,  2138180
2020-11-05 08:44:20 ,  7 ,  353253 ,  2156984
2020-11-05 08:44:21 ,  2 ,  353059 ,  2177804
2020-11-05 08:44:22 ,  2 ,  353059 ,  2177804
2020-11-05 08:44:23 ,  0 ,  352996 ,  2126908
2020-11-05 08:44:24 ,  1 ,  352743 ,  2085500
2020-11-05 08:44:25 ,  1 ,  352743 ,  2085500
2020-11-05 08:44:26 ,  0 ,  352815 ,  2046856
2020-11-05 08:44:27 ,  1 ,  352927 ,  2035740
2020-11-05 08:44:28 ,  1 ,  352927 ,  2035740
2020-11-05 08:44:29 ,  1 ,  352924 ,  2041656
2020-11-05 08:44:30 ,  0 ,  352955 ,  2077168
2020-11-05 08:44:31 ,  0 ,  352955 ,  2077168
2020-11-05 08:44:32 ,  1 ,  352768 ,  2073776
2020-11-05 08:44:33 ,  1 ,  352499 ,  2069172
2020-11-05 08:44:34 ,  1 ,  352499 ,  2069172
2020-11-05 08:44:35 ,  2 ,  352480 ,  2079312
2020-11-05 08:44:36 ,  2 ,  352480 ,  2079312
2020-11-05 08:44:37 ,  1 ,  352605 ,  2084508
2020-11-05 08:44:38 ,  1 ,  352689 ,  2082128
2020-11-05 08:44:39 ,  1 ,  352689 ,  2082128
2020-11-05 08:44:40 ,  1 ,  352769 ,  2098748
2020-11-05 08:44:41 ,  1 ,  352849 ,  2096064
2020-11-05 08:44:44 ,  0 ,  352777 ,  2110496
