ProcessName , Mobile Device Vitals
StartReplayTime ,	2020-11-05 08:15:31
Limits			,-1		,-1		,-1 
Time  ,  Cpu (in %) ,  Memory (in KB) ,  Free Memory (in KB) 
2020-11-05 08:15:31   ,  0 ,  0 ,  0 
2020-11-05 08:15:34 ,  0 ,  0 ,  0
2020-11-05 08:15:35 ,  0 ,  0 ,  0
2020-11-05 08:15:36 ,  0 ,  0 ,  0
2020-11-05 08:15:37 ,  0 ,  0 ,  0
2020-11-05 08:15:38 ,  0 ,  0 ,  0
2020-11-05 08:15:39 ,  0 ,  0 ,  0
2020-11-05 08:15:40 ,  0 ,  0 ,  0
2020-11-05 08:15:41 ,  0 ,  0 ,  0
2020-11-05 08:15:42 ,  0 ,  0 ,  0
2020-11-05 08:15:43 ,  0 ,  0 ,  0
2020-11-05 08:15:44 ,  0 ,  0 ,  0
2020-11-05 08:15:45 ,  0 ,  0 ,  0
2020-11-05 08:15:46 ,  0 ,  0 ,  0
2020-11-05 08:15:47 ,  0 ,  0 ,  0
2020-11-05 08:15:48 ,  0 ,  0 ,  0
2020-11-05 08:15:49 ,  0 ,  0 ,  0
2020-11-05 08:15:50 ,  0 ,  0 ,  0
2020-11-05 08:15:51 ,  0 ,  0 ,  0
2020-11-05 08:15:52 ,  0 ,  0 ,  0
2020-11-05 08:15:53 ,  0 ,  0 ,  0
2020-11-05 08:15:54 ,  0 ,  0 ,  0
2020-11-05 08:15:55 ,  0 ,  0 ,  0
2020-11-05 08:15:56 ,  0 ,  0 ,  0
2020-11-05 08:15:57 ,  0 ,  0 ,  0
2020-11-05 08:15:58 ,  0 ,  0 ,  0
2020-11-05 08:15:59 ,  0 ,  0 ,  0
2020-11-05 08:16:00 ,  0 ,  0 ,  0
2020-11-05 08:16:01 ,  0 ,  0 ,  0
2020-11-05 08:16:02 ,  0 ,  0 ,  0
2020-11-05 08:16:03 ,  0 ,  0 ,  0
2020-11-05 08:16:04 ,  0 ,  0 ,  0
2020-11-05 08:16:05 ,  0 ,  0 ,  0
2020-11-05 08:16:06 ,  0 ,  0 ,  0
2020-11-05 08:16:07 ,  0 ,  0 ,  0
2020-11-05 08:16:08 ,  0 ,  0 ,  0
2020-11-05 08:16:09 ,  0 ,  0 ,  0
2020-11-05 08:16:10 ,  26 ,  105799 ,  2178492
2020-11-05 08:16:11 ,  26 ,  105799 ,  2178492
2020-11-05 08:16:12 ,  2 ,  215877 ,  2178348
2020-11-05 08:16:13 ,  0 ,  205975 ,  2164784
2020-11-05 08:16:14 ,  0 ,  205975 ,  2164784
2020-11-05 08:16:15 ,  0 ,  205718 ,  2222928
2020-11-05 08:16:16 ,  0 ,  206171 ,  2206908
2020-11-05 08:16:17 ,  0 ,  206171 ,  2206908
2020-11-05 08:16:18 ,  0 ,  206242 ,  2200648
2020-11-05 08:16:19 ,  5 ,  206219 ,  2158620
2020-11-05 08:16:20 ,  5 ,  206219 ,  2158620
2020-11-05 08:16:21 ,  3 ,  126624 ,  2210732
2020-11-05 08:16:22 ,  0 ,  127893 ,  2227412
2020-11-05 08:16:23 ,  0 ,  127893 ,  2227412
2020-11-05 08:16:24 ,  0 ,  127891 ,  2222896
2020-11-05 08:16:25 ,  2 ,  124219 ,  2205472
2020-11-05 08:16:26 ,  2 ,  124219 ,  2205472
2020-11-05 08:16:27 ,  0 ,  119321 ,  2206676
2020-11-05 08:16:28 ,  0 ,  119321 ,  2201964
2020-11-05 08:16:29 ,  0 ,  119321 ,  2201964
2020-11-05 08:16:30 ,  0 ,  119315 ,  2211936
2020-11-05 08:16:31 ,  0 ,  119315 ,  2211936
2020-11-05 08:16:32 ,  0 ,  119381 ,  2214044
2020-11-05 08:16:33 ,  0 ,  119381 ,  2208328
2020-11-05 08:16:34 ,  0 ,  119381 ,  2208328
2020-11-05 08:16:35 ,  0 ,  119377 ,  2209780
2020-11-05 08:16:36 ,  0 ,  119372 ,  2205840
2020-11-05 08:16:37 ,  0 ,  119372 ,  2205840
2020-11-05 08:16:38 ,  0 ,  119502 ,  2238264
2020-11-05 08:16:39 ,  0 ,  119342 ,  2233808
